nr;filnavn;kategori;artikel;url;prompt;alt_tekst;type
99;99-ekstra-paller-paa-hoejlager.jpg;Fundamentals;Hvad er sikkerhedslager? Formel, beregning og hvornår det er for meget;https://smartpack.dk/viden/fundamentals/hvad-er-sikkerhedslager.html;Fotorealistisk. Dansk/nordeuropæisk lager i normal størrelse, ikke en amerikansk mega-hal. Dagslys eller neutralt hallys, let afdæmpede farver. Tingene skal se brugte ud, ikke som et showroom. Kamera i øjenhøjde eller let ovenfra. Ingen tekst nogen steder i billedet. Ingen firmanavne, varemærker eller læsbare labels. Ingen genkendelige ansigter, folk ses bagfra, fra siden eller beskåret. Bredformat 16:9. Højlagerreol hvor de overste pladser er fyldt med reservepaller af samme vare.;Højlagerreol med reservepaller øverst;diagram
100;100-varenummer-paa-hyldekant.jpg;Fundamentals;Hvad er en SKU? Forklaring og eksempler fra lageret;https://smartpack.dk/viden/fundamentals/hvad-er-sku.html;Fotorealistisk. Dansk/nordeuropæisk lager i normal størrelse, ikke en amerikansk mega-hal. Dagslys eller neutralt hallys, let afdæmpede farver. Tingene skal se brugte ud, ikke som et showroom. Kamera i øjenhøjde eller let ovenfra. Ingen tekst nogen steder i billedet. Ingen firmanavne, varemærker eller læsbare labels. Ingen genkendelige ansigter, folk ses bagfra, fra siden eller beskåret. Bredformat 16:9. Nærbillede af et hyldekantsskilt med stregkode og varenummer på en reol.;Hyldekantsskilt med stregkode og varenummer;foto
101;101-lagerplan-paa-vaeg.jpg;Fundamentals;Warehouse layout: sådan indretter du et lager der virker;https://smartpack.dk/viden/fundamentals/hvad-er-warehouse-layout.html;Fotorealistisk. Dansk/nordeuropæisk lager i normal størrelse, ikke en amerikansk mega-hal. Dagslys eller neutralt hallys, let afdæmpede farver. Tingene skal se brugte ud, ikke som et showroom. Kamera i øjenhøjde eller let ovenfra. Ingen tekst nogen steder i billedet. Ingen firmanavne, varemærker eller læsbare labels. Ingen genkendelige ansigter, folk ses bagfra, fra siden eller beskåret. Bredformat 16:9. Udprintet plantegning af et lager hængt på en væg i hallen, reoler synlige bagved.;Plantegning af lageret hængt på en væg;foto
102;102-wms-skaerm-midt-i-hallen.jpg;Fundamentals;Hvad er et WMS? Den komplette introduktion;https://smartpack.dk/viden/fundamentals/hvad-er-wms.html;Fotorealistisk. Dansk/nordeuropæisk lager i normal størrelse, ikke en amerikansk mega-hal. Dagslys eller neutralt hallys, let afdæmpede farver. Tingene skal se brugte ud, ikke som et showroom. Kamera i øjenhøjde eller let ovenfra. Ingen tekst nogen steder i billedet. Ingen firmanavne, varemærker eller læsbare labels. Ingen genkendelige ansigter, folk ses bagfra, fra siden eller beskåret. Bredformat 16:9. Skærm på en rullestander midt i lagerhallen med en enkel ordreoversigt.;Skærm på rullestander midt i lagerhallen;foto
103;103-to-zoner-adskilt-af-markering.jpg;Fundamentals;Hvad er zone picking? Sådan opdeler du lageret for færre fejl;https://smartpack.dk/viden/fundamentals/hvad-er-zone-picking.html;Fotorealistisk. Dansk/nordeuropæisk lager i normal størrelse, ikke en amerikansk mega-hal. Dagslys eller neutralt hallys, let afdæmpede farver. Tingene skal se brugte ud, ikke som et showroom. Kamera i øjenhøjde eller let ovenfra. Ingen tekst nogen steder i billedet. Ingen firmanavne, varemærker eller læsbare labels. Ingen genkendelige ansigter, folk ses bagfra, fra siden eller beskåret. Bredformat 16:9. Lagergulv delt af en tydelig gul markering med en plukker på hver side.;Lagergulv delt i to zoner med en plukker i hver;diagram
104;104-hurtig-vare-placeret-forkert.jpg;Fundamentals;Slotting: hvad koster det ikke at placere varer rigtigt?;https://smartpack.dk/viden/fundamentals/slotting-hvad-koster-det-ikke.html;Fotorealistisk. Dansk/nordeuropæisk lager i normal størrelse, ikke en amerikansk mega-hal. Dagslys eller neutralt hallys, let afdæmpede farver. Tingene skal se brugte ud, ikke som et showroom. Kamera i øjenhøjde eller let ovenfra. Ingen tekst nogen steder i billedet. Ingen firmanavne, varemærker eller læsbare labels. Ingen genkendelige ansigter, folk ses bagfra, fra siden eller beskåret. Bredformat 16:9. Palle med en tydeligt hyppigt brugt vare placeret yderst i den fjerneste ende af hallen.;Hyppigt brugt vare placeret yderst i hallen;foto
105;105-kampagnevarer-klargjort-paa-paller.jpg;Vaekst;Håndtering af kampagner på lageret, fra panik til system;https://smartpack.dk/viden/vaekst/haandtering-af-kampagner.html;Fotorealistisk. Dansk/nordeuropæisk lager i normal størrelse, ikke en amerikansk mega-hal. Dagslys eller neutralt hallys, let afdæmpede farver. Tingene skal se brugte ud, ikke som et showroom. Kamera i øjenhøjde eller let ovenfra. Ingen tekst nogen steder i billedet. Ingen firmanavne, varemærker eller læsbare labels. Ingen genkendelige ansigter, folk ses bagfra, fra siden eller beskåret. Bredformat 16:9. Række af forberedte paller med ens varer stående klar langs en væg før en kampagne.;Forberedte kampagnepaller langs en lagervæg;foto
106;106-manuelt-og-automatisk-side-om-side.jpg;Vaekst;Hvornår giver automatisering mening på dit lager?;https://smartpack.dk/viden/vaekst/hvornaar-automatisering-giver-mening.html;Fotorealistisk. Dansk/nordeuropæisk lager i normal størrelse, ikke en amerikansk mega-hal. Dagslys eller neutralt hallys, let afdæmpede farver. Tingene skal se brugte ud, ikke som et showroom. Kamera i øjenhøjde eller let ovenfra. Ingen tekst nogen steder i billedet. Ingen firmanavne, varemærker eller læsbare labels. Ingen genkendelige ansigter, folk ses bagfra, fra siden eller beskåret. Bredformat 16:9. Lagerhal hvor et transportbånd løber i den ene side og manuel pakning foregår i den anden.;Transportbånd og manuel pakning i samme hal;foto
107;107-for-mange-toter-paa-vogn.jpg;Vaekst;Hvornår holder batch picking op med at virke?;https://smartpack.dk/viden/vaekst/hvornaar-batch-picking-stopper.html;Fotorealistisk. Dansk/nordeuropæisk lager i normal størrelse, ikke en amerikansk mega-hal. Dagslys eller neutralt hallys, let afdæmpede farver. Tingene skal se brugte ud, ikke som et showroom. Kamera i øjenhøjde eller let ovenfra. Ingen tekst nogen steder i billedet. Ingen firmanavne, varemærker eller læsbare labels. Ingen genkendelige ansigter, folk ses bagfra, fra siden eller beskåret. Bredformat 16:9. Overfyldt plukkevogn med toter stablet for højt og varer på vej til at vælte.;Overfyldt plukkevogn med for mange toter;foto
108;108-to-lagre-paa-danmarkskort.jpg;Vaekst;Hvornår skal du have flere lagerlokationer?;https://smartpack.dk/viden/vaekst/hvornaar-flere-lokationer.html;Fotorealistisk. Dansk/nordeuropæisk lager i normal størrelse, ikke en amerikansk mega-hal. Dagslys eller neutralt hallys, let afdæmpede farver. Tingene skal se brugte ud, ikke som et showroom. Kamera i øjenhøjde eller let ovenfra. Ingen tekst nogen steder i billedet. Ingen firmanavne, varemærker eller læsbare labels. Ingen genkendelige ansigter, folk ses bagfra, fra siden eller beskåret. Bredformat 16:9. To ens lagerhaller fotograferet udefra i samme billede, den ene tættere på, den anden langt væk.;To lagerhaller set udefra i samme billede;foto
109;109-reoler-flyttes-i-hallen.jpg;Vaekst;Hvornår skal dit lagerlayout ændres?;https://smartpack.dk/viden/vaekst/hvornaar-layout-skal-aendres.html;Fotorealistisk. Dansk/nordeuropæisk lager i normal størrelse, ikke en amerikansk mega-hal. Dagslys eller neutralt hallys, let afdæmpede farver. Tingene skal se brugte ud, ikke som et showroom. Kamera i øjenhøjde eller let ovenfra. Ingen tekst nogen steder i billedet. Ingen firmanavne, varemærker eller læsbare labels. Ingen genkendelige ansigter, folk ses bagfra, fra siden eller beskåret. Bredformat 16:9. Lagerhal midt i en omrokering: en reolsektion står tom og afmonteret, markeringer på gulvet.;Lagerhal under omrokering med en tom reolsektion;foto
110;110-kasser-i-gangen-pladsmangel.jpg;Vaekst;Hvornår knækker dit lager-setup?;https://smartpack.dk/viden/vaekst/hvornaar-setup-knaekker.html;Fotorealistisk. Dansk/nordeuropæisk lager i normal størrelse, ikke en amerikansk mega-hal. Dagslys eller neutralt hallys, let afdæmpede farver. Tingene skal se brugte ud, ikke som et showroom. Kamera i øjenhøjde eller let ovenfra. Ingen tekst nogen steder i billedet. Ingen firmanavne, varemærker eller læsbare labels. Ingen genkendelige ansigter, folk ses bagfra, fra siden eller beskåret. Bredformat 16:9. Lagergang delvist blokeret af kasser der er sat på gulvet fordi reolerne er fulde.;Lagergang blokeret af kasser på gulvet;foto
111;111-en-medarbejder-alene-i-hal.jpg;Vaekst;Hvornår skal du ansætte på lageret?;https://smartpack.dk/viden/vaekst/hvornaar-skal-du-ansaette.html;Fotorealistisk. Dansk/nordeuropæisk lager i normal størrelse, ikke en amerikansk mega-hal. Dagslys eller neutralt hallys, let afdæmpede farver. Tingene skal se brugte ud, ikke som et showroom. Kamera i øjenhøjde eller let ovenfra. Ingen tekst nogen steder i billedet. Ingen firmanavne, varemærker eller læsbare labels. Ingen genkendelige ansigter, folk ses bagfra, fra siden eller beskåret. Bredformat 16:9. Én medarbejder alene i en stor lagerhal med tydeligt mere arbejde end én person kan nå.;Én medarbejder alene i en stor lagerhal;foto
112;112-papirsedler-paa-lagerbord.jpg;Vaekst;Hvornår skal du have et WMS?;https://smartpack.dk/viden/vaekst/hvornaar-skal-du-have-wms.html;Fotorealistisk. Dansk/nordeuropæisk lager i normal størrelse, ikke en amerikansk mega-hal. Dagslys eller neutralt hallys, let afdæmpede farver. Tingene skal se brugte ud, ikke som et showroom. Kamera i øjenhøjde eller let ovenfra. Ingen tekst nogen steder i billedet. Ingen firmanavne, varemærker eller læsbare labels. Ingen genkendelige ansigter, folk ses bagfra, fra siden eller beskåret. Bredformat 16:9. Bunke håndskrevne plukseddel-lapper på et bord i lagerhallen, en kuglepen ovenpå.;Bunke håndskrevne pluksedler på et bord;foto
113;113-abc-zoner-set-fra-enden.jpg;Vaekst;Hvornår skal dit lager opdeles i zoner?;https://smartpack.dk/viden/vaekst/hvornaar-skal-lager-opdeles.html;Fotorealistisk. Dansk/nordeuropæisk lager i normal størrelse, ikke en amerikansk mega-hal. Dagslys eller neutralt hallys, let afdæmpede farver. Tingene skal se brugte ud, ikke som et showroom. Kamera i øjenhøjde eller let ovenfra. Ingen tekst nogen steder i billedet. Ingen firmanavne, varemærker eller læsbare labels. Ingen genkendelige ansigter, folk ses bagfra, fra siden eller beskåret. Bredformat 16:9. Lagerhal set fra pakkeområdet ned gennem gangene, de nærmeste reoler tydeligt mest brugte.;Lagerhal set fra pakkeområdet ned gennem gangene;foto
114;114-hal-fyldt-til-loftet.jpg;Vaekst;Hvornår vokser du fra dit lager?;https://smartpack.dk/viden/vaekst/hvornaar-vokser-du-fra-dit-lager.html;Fotorealistisk. Dansk/nordeuropæisk lager i normal størrelse, ikke en amerikansk mega-hal. Dagslys eller neutralt hallys, let afdæmpede farver. Tingene skal se brugte ud, ikke som et showroom. Kamera i øjenhøjde eller let ovenfra. Ingen tekst nogen steder i billedet. Ingen firmanavne, varemærker eller læsbare labels. Ingen genkendelige ansigter, folk ses bagfra, fra siden eller beskåret. Bredformat 16:9. Lagerhal hvor der er stablet varer helt op under loftet og ud i gangene.;Lagerhal fyldt med varer helt op under loftet;foto
115;115-fuld-udgangsrampe.jpg;Vaekst;Kapacitetsgrænser på lageret, kend dem før du rammer dem;https://smartpack.dk/viden/vaekst/kapacitetsgraenser-lager.html;Fotorealistisk. Dansk/nordeuropæisk lager i normal størrelse, ikke en amerikansk mega-hal. Dagslys eller neutralt hallys, let afdæmpede farver. Tingene skal se brugte ud, ikke som et showroom. Kamera i øjenhøjde eller let ovenfra. Ingen tekst nogen steder i billedet. Ingen firmanavne, varemærker eller læsbare labels. Ingen genkendelige ansigter, folk ses bagfra, fra siden eller beskåret. Bredformat 16:9. Udgangsrampe helt fyldt med færdige pakker der venter på afhentning, ingen plads tilbage.;Udgangsrampe helt fyldt med færdige pakker;foto
116;116-lagerhal-med-aaben-port-mod-lyset.jpg;Vaekst;Lagerets rolle i din vækst, motor eller håndbrems?;https://smartpack.dk/viden/vaekst/lagerets-rolle-i-vaekst.html;Fotorealistisk. Dansk/nordeuropæisk lager i normal størrelse, ikke en amerikansk mega-hal. Dagslys eller neutralt hallys, let afdæmpede farver. Tingene skal se brugte ud, ikke som et showroom. Kamera i øjenhøjde eller let ovenfra. Ingen tekst nogen steder i billedet. Ingen firmanavne, varemærker eller læsbare labels. Ingen genkendelige ansigter, folk ses bagfra, fra siden eller beskåret. Bredformat 16:9. Lagerhal indefra med en stor åben port mod dagslyset, paller på vej ud.;Lagerhal med åben port og paller på vej ud;foto
117;117-to-plukkere-forskelligt-tempo.jpg;Vaekst;Ordrer pr. medarbejder, nøgletallet de fleste lagre aldrig måler;https://smartpack.dk/viden/vaekst/ordrer-pr-medarbejder.html;Fotorealistisk. Dansk/nordeuropæisk lager i normal størrelse, ikke en amerikansk mega-hal. Dagslys eller neutralt hallys, let afdæmpede farver. Tingene skal se brugte ud, ikke som et showroom. Kamera i øjenhøjde eller let ovenfra. Ingen tekst nogen steder i billedet. Ingen firmanavne, varemærker eller læsbare labels. Ingen genkendelige ansigter, folk ses bagfra, fra siden eller beskåret. Bredformat 16:9. To plukkere i samme gang, den ene med fuld vogn, den anden med næsten tom.;To plukkere i samme gang med forskelligt fyldte vogne;foto
118;118-opmarkeret-hal-med-faste-pladser.jpg;Vaekst;Skalering uden kaos, sådan vækster du dit lager planmæssigt;https://smartpack.dk/viden/vaekst/skalering-uden-kaos.html;Fotorealistisk. Dansk/nordeuropæisk lager i normal størrelse, ikke en amerikansk mega-hal. Dagslys eller neutralt hallys, let afdæmpede farver. Tingene skal se brugte ud, ikke som et showroom. Kamera i øjenhøjde eller let ovenfra. Ingen tekst nogen steder i billedet. Ingen firmanavne, varemærker eller læsbare labels. Ingen genkendelige ansigter, folk ses bagfra, fra siden eller beskåret. Bredformat 16:9. Ryddelig lagerhal med tydelige gulvmarkeringer, ens toter og faste pladser til alt.;Ryddelig lagerhal med tydelige gulvmarkeringer;foto
119;119-beskadiget-vare-fra-retur.jpg;Retur;Beskadigede returvarer: hvad du gør når varen ikke kan sælges igen;https://smartpack.dk/viden/retur/beskadigede-returvarer.html;Fotorealistisk. Dansk/nordeuropæisk lager i normal størrelse, ikke en amerikansk mega-hal. Dagslys eller neutralt hallys, let afdæmpede farver. Tingene skal se brugte ud, ikke som et showroom. Kamera i øjenhøjde eller let ovenfra. Ingen tekst nogen steder i billedet. Ingen firmanavne, varemærker eller læsbare labels. Ingen genkendelige ansigter, folk ses bagfra, fra siden eller beskåret. Bredformat 16:9. Åbnet returpakke på et bord med en tydeligt beskadiget vare og krollet emballage ved siden af.;Åbnet returpakke med en beskadiget vare;foto
120;120-returaarsager-paa-skaerm.jpg;Retur;Forebyg returner med bedre data: hvad siger tallene;https://smartpack.dk/viden/retur/forebyg-returner-med-bedre-data.html;Fotorealistisk. Dansk/nordeuropæisk lager i normal størrelse, ikke en amerikansk mega-hal. Dagslys eller neutralt hallys, let afdæmpede farver. Tingene skal se brugte ud, ikke som et showroom. Kamera i øjenhøjde eller let ovenfra. Ingen tekst nogen steder i billedet. Ingen firmanavne, varemærker eller læsbare labels. Ingen genkendelige ansigter, folk ses bagfra, fra siden eller beskåret. Bredformat 16:9. Skærm med en simpel søjlegraf ved siden af en stak returvarer på et bord.;Skærm med søjlegraf ved siden af returvarer;foto
121;121-returkontrol-med-tjekliste.jpg;Retur;Kontrol af returvarer: hvad tjekker du og hvordan;https://smartpack.dk/viden/retur/kontrol-af-returvarer.html;Fotorealistisk. Dansk/nordeuropæisk lager i normal størrelse, ikke en amerikansk mega-hal. Dagslys eller neutralt hallys, let afdæmpede farver. Tingene skal se brugte ud, ikke som et showroom. Kamera i øjenhøjde eller let ovenfra. Ingen tekst nogen steder i billedet. Ingen firmanavne, varemærker eller læsbare labels. Ingen genkendelige ansigter, folk ses bagfra, fra siden eller beskåret. Bredformat 16:9. Medarbejder der efterser en returneret vare under god belysning med en tjekliste ved siden af.;Medarbejder efterser en returneret vare;foto
122;122-genlukkelig-returpose.jpg;Retur;Returemballage: sådan pakker du så returer går glat;https://smartpack.dk/viden/retur/retur-emballage.html;Fotorealistisk. Dansk/nordeuropæisk lager i normal størrelse, ikke en amerikansk mega-hal. Dagslys eller neutralt hallys, let afdæmpede farver. Tingene skal se brugte ud, ikke som et showroom. Kamera i øjenhøjde eller let ovenfra. Ingen tekst nogen steder i billedet. Ingen firmanavne, varemærker eller læsbare labels. Ingen genkendelige ansigter, folk ses bagfra, fra siden eller beskåret. Bredformat 16:9. Nærbillede af en pakke med dobbeltklæbende returlukning, fingeren på strimlen.;Pakke med dobbeltklæbende returlukning;foto
123;123-udenlandsk-returpakke-med-toldpapir.jpg;Retur;Returner fra udlandet: regler, logistik og økonomi;https://smartpack.dk/viden/retur/retur-fra-udlandet.html;Fotorealistisk. Dansk/nordeuropæisk lager i normal størrelse, ikke en amerikansk mega-hal. Dagslys eller neutralt hallys, let afdæmpede farver. Tingene skal se brugte ud, ikke som et showroom. Kamera i øjenhøjde eller let ovenfra. Ingen tekst nogen steder i billedet. Ingen firmanavne, varemærker eller læsbare labels. Ingen genkendelige ansigter, folk ses bagfra, fra siden eller beskåret. Bredformat 16:9. Returpakke med toldmærkat og udenlandsk adresselabel på et modtagebord. Ingen læsbare navne.;Returpakke med toldmærkat på et modtagebord;foto
124;124-kunde-pakker-retur-derhjemme.jpg;Retur;Retur og kundetilfredshed: sammenhængen de fleste overser;https://smartpack.dk/viden/retur/retur-og-kundetilfredshed.html;Fotorealistisk. Dansk/nordeuropæisk lager i normal størrelse, ikke en amerikansk mega-hal. Dagslys eller neutralt hallys, let afdæmpede farver. Tingene skal se brugte ud, ikke som et showroom. Kamera i øjenhøjde eller let ovenfra. Ingen tekst nogen steder i billedet. Ingen firmanavne, varemærker eller læsbare labels. Ingen genkendelige ansigter, folk ses bagfra, fra siden eller beskåret. Bredformat 16:9. Personens hænder der lukker en returpakke ved et køkkenbord, ansigt ikke synligt.;Hænder der lukker en returpakke ved et bord;foto
125;125-returlabel-paa-telefon.jpg;Retur;Returportalen: sådan beholder du flere af pengene i din egen forretning;https://smartpack.dk/viden/retur/retur-portal-selvbetjening.html;Fotorealistisk. Dansk/nordeuropæisk lager i normal størrelse, ikke en amerikansk mega-hal. Dagslys eller neutralt hallys, let afdæmpede farver. Tingene skal se brugte ud, ikke som et showroom. Kamera i øjenhøjde eller let ovenfra. Ingen tekst nogen steder i billedet. Ingen firmanavne, varemærker eller læsbare labels. Ingen genkendelige ansigter, folk ses bagfra, fra siden eller beskåret. Bredformat 16:9. Telefon med en fragtlabel-QR på skærmen holdt op over en klar returpakke.;Telefon med returlabel holdt over en pakke;foto
126;126-samme-vare-to-stoerrelser.jpg;Retur;Retur vs. ombytning: hvornår er hvad bedst for din webshop;https://smartpack.dk/viden/retur/retur-vs-ombytning.html;Fotorealistisk. Dansk/nordeuropæisk lager i normal størrelse, ikke en amerikansk mega-hal. Dagslys eller neutralt hallys, let afdæmpede farver. Tingene skal se brugte ud, ikke som et showroom. Kamera i øjenhøjde eller let ovenfra. Ingen tekst nogen steder i billedet. Ingen firmanavne, varemærker eller læsbare labels. Ingen genkendelige ansigter, folk ses bagfra, fra siden eller beskåret. Bredformat 16:9. To ens varer i forskellig størrelse ved siden af hinanden på et returbord.;To ens varer i forskellig størrelse på et returbord;foto
127;127-returomraade-paa-lager.jpg;Retur;Returhåndtering for webshops: Sådan styrer du returvarer;https://smartpack.dk/viden/retur/returhaandtering-webshop.html;Fotorealistisk. Dansk/nordeuropæisk lager i normal størrelse, ikke en amerikansk mega-hal. Dagslys eller neutralt hallys, let afdæmpede farver. Tingene skal se brugte ud, ikke som et showroom. Kamera i øjenhøjde eller let ovenfra. Ingen tekst nogen steder i billedet. Ingen firmanavne, varemærker eller læsbare labels. Ingen genkendelige ansigter, folk ses bagfra, fra siden eller beskåret. Bredformat 16:9. Fast returområde på lageret med mærkede bakker til godkendt, tjek og kasseret.;Returområde med mærkede bakker;foto
128;128-b-varer-klar-til-gensalg.jpg;Retur;Returlogistik: fra tab til neutral, sådan minimerer du returomkostningerne;https://smartpack.dk/viden/retur/returlogistik-fra-tab-til-neutral.html;Fotorealistisk. Dansk/nordeuropæisk lager i normal størrelse, ikke en amerikansk mega-hal. Dagslys eller neutralt hallys, let afdæmpede farver. Tingene skal se brugte ud, ikke som et showroom. Kamera i øjenhøjde eller let ovenfra. Ingen tekst nogen steder i billedet. Ingen firmanavne, varemærker eller læsbare labels. Ingen genkendelige ansigter, folk ses bagfra, fra siden eller beskåret. Bredformat 16:9. Hylde med ryddeligt opstillede B-varer klar til gensalg, hver med et lille mærkat.;Hylde med B-varer klar til gensalg;foto
129;129-retur-stabel-vokser.jpg;Retur;Hvad koster en retur? De rigtige tal;https://smartpack.dk/viden/retur/returomkostninger.html;Fotorealistisk. Dansk/nordeuropæisk lager i normal størrelse, ikke en amerikansk mega-hal. Dagslys eller neutralt hallys, let afdæmpede farver. Tingene skal se brugte ud, ikke som et showroom. Kamera i øjenhøjde eller let ovenfra. Ingen tekst nogen steder i billedet. Ingen firmanavne, varemærker eller læsbare labels. Ingen genkendelige ansigter, folk ses bagfra, fra siden eller beskåret. Bredformat 16:9. Stabel af uåbnede returpakker der er ved at vokse ud over bordet i et returområde.;Voksende stabel af uåbnede returpakker;diagram
130;130-returbakker-fra-flere-varegrupper.jpg;Retur;Returrate benchmarks: hvad er normalt i din branche?;https://smartpack.dk/viden/retur/returrate-benchmarks.html;Fotorealistisk. Dansk/nordeuropæisk lager i normal størrelse, ikke en amerikansk mega-hal. Dagslys eller neutralt hallys, let afdæmpede farver. Tingene skal se brugte ud, ikke som et showroom. Kamera i øjenhøjde eller let ovenfra. Ingen tekst nogen steder i billedet. Ingen firmanavne, varemærker eller læsbare labels. Ingen genkendelige ansigter, folk ses bagfra, fra siden eller beskåret. Bredformat 16:9. Tre returbakker med tydeligt forskellige varetyper: tøj, elektronik og små hverdagsvarer.;Tre returbakker med forskellige varetyper;foto
131;131-retur-scannes-ind.jpg;Retur;WMS og returhåndtering: sådan automatiserer du din returproces;https://smartpack.dk/viden/retur/wms-og-retur.html;Fotorealistisk. Dansk/nordeuropæisk lager i normal størrelse, ikke en amerikansk mega-hal. Dagslys eller neutralt hallys, let afdæmpede farver. Tingene skal se brugte ud, ikke som et showroom. Kamera i øjenhøjde eller let ovenfra. Ingen tekst nogen steder i billedet. Ingen firmanavne, varemærker eller læsbare labels. Ingen genkendelige ansigter, folk ses bagfra, fra siden eller beskåret. Bredformat 16:9. Medarbejder der scanner en returneret vare ind ved et modtagebord, skærm ved siden af.;Medarbejder scanner en returneret vare ind;foto
132;132-eget-lager-eller-lagerhotel.jpg;Beslutning;3PL eller eget lager? Sådan regner du på det;https://smartpack.dk/viden/beslutning/3pl-vs-eget-lager.html;Fotorealistisk. Dansk/nordeuropæisk lager i normal størrelse, ikke en amerikansk mega-hal. Dagslys eller neutralt hallys, let afdæmpede farver. Tingene skal se brugte ud, ikke som et showroom. Kamera i øjenhøjde eller let ovenfra. Ingen tekst nogen steder i billedet. Ingen firmanavne, varemærker eller læsbare labels. Ingen genkendelige ansigter, folk ses bagfra, fra siden eller beskåret. Bredformat 16:9. To lagerhaller set udefra i samme billede: en lille egen hal og en stor fælleshal.;Lille egen lagerhal og stor fælleshal set udefra;foto
133;133-systemvalg-med-notesblok.jpg;Beslutning;Bedste WMS til webshop: hvad du skal kigge efter;https://smartpack.dk/viden/beslutning/bedste-wms-til-webshop.html;Fotorealistisk. Dansk/nordeuropæisk lager i normal størrelse, ikke en amerikansk mega-hal. Dagslys eller neutralt hallys, let afdæmpede farver. Tingene skal se brugte ud, ikke som et showroom. Kamera i øjenhøjde eller let ovenfra. Ingen tekst nogen steder i billedet. Ingen firmanavne, varemærker eller læsbare labels. Ingen genkendelige ansigter, folk ses bagfra, fra siden eller beskåret. Bredformat 16:9. Notesblok med håndskrevne krav-punkter på et bord ved siden af en bærbar, lager bagved.;Notesblok med krav-punkter ved siden af en bærbar;foto
134;134-serverskab-og-skyloesning.jpg;Beslutning;Cloud eller on-premise WMS? Sådan vælger du;https://smartpack.dk/viden/beslutning/cloud-vs-on-premise-wms.html;Fotorealistisk. Dansk/nordeuropæisk lager i normal størrelse, ikke en amerikansk mega-hal. Dagslys eller neutralt hallys, let afdæmpede farver. Tingene skal se brugte ud, ikke som et showroom. Kamera i øjenhøjde eller let ovenfra. Ingen tekst nogen steder i billedet. Ingen firmanavne, varemærker eller læsbare labels. Ingen genkendelige ansigter, folk ses bagfra, fra siden eller beskåret. Bredformat 16:9. Gammelt serverskab i et hjørne af lageret ved siden af en moderne bærbar på en palle.;Gammelt serverskab ved siden af en bærbar;foto
135;135-stopur-og-plukkevogn.jpg;Beslutning;Hvad er god nok plukkehastighed? Benchmarks og hvornår du skal gøre noget;https://smartpack.dk/viden/beslutning/godt-nok-plukkehastighed.html;Fotorealistisk. Dansk/nordeuropæisk lager i normal størrelse, ikke en amerikansk mega-hal. Dagslys eller neutralt hallys, let afdæmpede farver. Tingene skal se brugte ud, ikke som et showroom. Kamera i øjenhøjde eller let ovenfra. Ingen tekst nogen steder i billedet. Ingen firmanavne, varemærker eller læsbare labels. Ingen genkendelige ansigter, folk ses bagfra, fra siden eller beskåret. Bredformat 16:9. Nærbillede af en telefon med stopur i hånden foran en plukkevogn i en gang.;Stopur på en telefon foran en plukkevogn;foto
136;136-fyldt-lager-bundet-kapital.jpg;Beslutning;Hvornår er lager en omkostning og hvornår er det en investering?;https://smartpack.dk/viden/beslutning/hvornaar-er-lager-en-omkostning.html;Fotorealistisk. Dansk/nordeuropæisk lager i normal størrelse, ikke en amerikansk mega-hal. Dagslys eller neutralt hallys, let afdæmpede farver. Tingene skal se brugte ud, ikke som et showroom. Kamera i øjenhøjde eller let ovenfra. Ingen tekst nogen steder i billedet. Ingen firmanavne, varemærker eller læsbare labels. Ingen genkendelige ansigter, folk ses bagfra, fra siden eller beskåret. Bredformat 16:9. Højlager helt fyldt med ens paller set i perspektiv, ingen mennesker.;Højlager helt fyldt med ens paller;foto
137;137-regnskabssystem-paa-lagerkontor.jpg;Beslutning;Hvornår er dit ERP's lagermodul ikke nok?;https://smartpack.dk/viden/beslutning/hvornaar-erp-ikke-er-nok.html;Fotorealistisk. Dansk/nordeuropæisk lager i normal størrelse, ikke en amerikansk mega-hal. Dagslys eller neutralt hallys, let afdæmpede farver. Tingene skal se brugte ud, ikke som et showroom. Kamera i øjenhøjde eller let ovenfra. Ingen tekst nogen steder i billedet. Ingen firmanavne, varemærker eller læsbare labels. Ingen genkendelige ansigter, folk ses bagfra, fra siden eller beskåret. Bredformat 16:9. Ældre kontorskærm med et regnskabssystem stående i et lille rum lige ved lagerhallen.;Regnskabssystem på en skærm i et lagerkontor;foto
138;138-regneark-med-fejl-paa-skaerm.jpg;Beslutning;Hvornår fejler Excel som lagerstyring?;https://smartpack.dk/viden/beslutning/hvornaar-excel-fejler.html;Fotorealistisk. Dansk/nordeuropæisk lager i normal størrelse, ikke en amerikansk mega-hal. Dagslys eller neutralt hallys, let afdæmpede farver. Tingene skal se brugte ud, ikke som et showroom. Kamera i øjenhøjde eller let ovenfra. Ingen tekst nogen steder i billedet. Ingen firmanavne, varemærker eller læsbare labels. Ingen genkendelige ansigter, folk ses bagfra, fra siden eller beskåret. Bredformat 16:9. Skærm med et stort uoverskueligt regneark, en hånd peger på en celle.;Stort uoverskueligt regneark på en skærm;foto
